Mod:Item:MetaData, Localized Name
chisel:sandstoneyellow:15, Grès
chisel:sandstoneyellow1:0, Grès
chisel:sandstoneyellow1:1, Grès
chisel:sandstoneyellow1:2, Grès
chisel:sandstoneyellow1:3, Grès
chisel:sandstoneyellow1:4, Grès
chisel:sandstoneyellow1:5, Grès
chisel:sandstoneyellow1:6, Grès
chisel:sandstoneyellow1:7, Grès
chisel:sandstoneyellow1:8, Grès
chisel:sandstoneyellow1:9, Grès
chisel:sandstoneyellow2:0, Grès
chisel:sandstoneyellow2:1, Grès
chisel:sandstoneyellow2:2, Grès
chisel:sandstoneyellow2:3, Grès
chisel:sandstoneyellow2:4, Grès
chisel:sandstoneyellow2:5, Grès
chisel:sandstoneyellow2:6, Grès
chisel:sandstoneyellow2:7, Grès
chisel:sandstonered:0, Grès rouge
chisel:sandstonered:1, Grès rouge
chisel:sandstonered:2, Grès rouge
chisel:sandstonered:3, Grès rouge
chisel:sandstonered:4, Grès rouge
chisel:sandstonered:5, Grès rouge
chisel:sandstonered:6, Grès rouge
chisel:sandstonered:7, Grès rouge
chisel:sandstonered:8, Grès rouge
chisel:sandstonered:9, Grès rouge
chisel:sandstonered:10, Grès rouge
chisel:sandstonered:11, Grès rouge
chisel:sandstonered:12, Grès rouge
chisel:sandstonered:13, Grès rouge
chisel:sandstonered:14, Grès rouge
chisel:sandstonered:15, Grès rouge
chisel:sandstonered1:0, Grès rouge
chisel:sandstonered1:1, Grès rouge
chisel:sandstonered1:2, Grès rouge
chisel:sandstonered1:3, Grès rouge
chisel:sandstonered1:4, Grès rouge
chisel:sandstonered1:5, Grès rouge
chisel:sandstonered1:6, Grès rouge
chisel:sandstonered1:7, Grès rouge
chisel:sandstonered1:8, Grès rouge
chisel:sandstonered1:9, Grès rouge
chisel:sandstonered2:0, Grès rouge
chisel:sandstonered2:1, Grès rouge
chisel:sandstonered2:2, Grès rouge
chisel:sandstonered2:3, Grès rouge
chisel:sandstonered2:4, Grès rouge
chisel:sandstonered2:5, Grès rouge
chisel:sandstonered2:6, Grès rouge
chisel:sandstonered2:7, Grès rouge
chisel:sandstone-scribbles:0, Grès griffonné
chisel:sandstone-scribbles:1, Grès griffonné
chisel:sandstone-scribbles:2, Grès griffonné
chisel:sandstone-scribbles:3, Grès griffonné
chisel:sandstone-scribbles:4, Grès griffonné
chisel:sandstone-scribbles:5, Grès griffonné
chisel:sandstone-scribbles:6, Grès griffonné
chisel:sandstone-scribbles:7, Grès griffonné
chisel:sandstone-scribbles:8, Grès griffonné
chisel:sandstone-scribbles:9, Grès griffonné
chisel:sandstone-scribbles:10, Grès griffonné
chisel:sandstone-scribbles:11, Grès griffonné
chisel:sandstone-scribbles:12, Grès griffonné
chisel:sandstone-scribbles:13, Grès griffonné
chisel:sandstone-scribbles:14, Grès griffonné
chisel:sandstone-scribbles:15, Grès griffonné
chisel:sandstonered-scribbles:0, Grès rouge griffonné
chisel:sandstonered-scribbles:1, Grès rouge griffonné
chisel:sandstonered-scribbles:2, Grès rouge griffonné
chisel:sandstonered-scribbles:3, Grès rouge griffonné
chisel:sandstonered-scribbles:4, Grès rouge griffonné
chisel:sandstonered-scribbles:5, Grès rouge griffonné
chisel:sandstonered-scribbles:6, Grès rouge griffonné
chisel:sandstonered-scribbles:7, Grès rouge griffonné
chisel:sandstonered-scribbles:8, Grès rouge griffonné
chisel:sandstonered-scribbles:9, Grès rouge griffonné
chisel:sandstonered-scribbles:10, Grès rouge griffonné
chisel:sandstonered-scribbles:11, Grès rouge griffonné
chisel:sandstonered-scribbles:12, Grès rouge griffonné
chisel:sandstonered-scribbles:13, Grès rouge griffonné
chisel:sandstonered-scribbles:14, Grès rouge griffonné
chisel:sandstonered-scribbles:15, Grès rouge griffonné
chisel:blocksilver:0, Bloc d'argent
chisel:blocksilver:1, Bloc d'argent
chisel:blocksilver:2, Bloc d'argent
chisel:blocksilver:3, Bloc d'argent
chisel:blocksilver:4, Bloc d'argent
chisel:blocksilver:5, Bloc d'argent
chisel:blocksilver:6, Bloc d'argent
chisel:blocksteel:0, Bloc d'acier
chisel:blocksteel:1, Bloc d'acier
chisel:blocksteel:2, Bloc d'acier
chisel:blocksteel:3, Bloc d'acier
chisel:blocksteel:4, Bloc d'acier
chisel:blocksteel:5, Bloc d'acier
chisel:blocksteel:6, Bloc d'acier
chisel:stonebrick:0, Roche
chisel:stonebrick:1, Roche
chisel:stonebrick:2, Roche
chisel:stonebrick:3, Roche
chisel:stonebrick:4, Roche
chisel:stonebrick:5, Roche
chisel:stonebrick:6, Roche
chisel:stonebrick:7, Roche
chisel:stonebrick:8, Roche
chisel:stonebrick:9, Roche
chisel:stonebrick:10, Roche
chisel:stonebrick:11, Roche
chisel:stonebrick:12, Roche
chisel:stonebrick:13, Roche
chisel:stonebrick:14, Roche
chisel:stonebrick:15, Roche
chisel:stonebrick1:0, Roche
chisel:stonebrick1:1, Roche
chisel:stonebrick1:2, Roche
chisel:stonebrick1:3, Roche
chisel:stonebrick1:4, Roche
chisel:stonebrick1:5, Roche
chisel:stonebrick1:6, Roche
chisel:stonebrick1:7, Roche
chisel:stonebrick1:8, Roche
chisel:stonebrick1:9, Roche
chisel:stonebrick2:0, Roche
chisel:stonebrick2:1, Roche
chisel:stonebrick2:2, Roche
chisel:stonebrick2:3, Roche
chisel:stonebrick2:4, Roche
chisel:stonebrick2:5, Roche
chisel:stonebrick2:6, Roche
chisel:stonebrick2:7, Roche
chisel:stonebrick2:8, Roche
chisel:stonebrick2:9, Roche
chisel:technical:0, Bloc industriel
chisel:technical:1, Bloc industriel
chisel:technical:2, Bloc industriel
chisel:technical:3, Bloc industriel
chisel:technical:4, Bloc industriel
chisel:technical:5, Bloc industriel
chisel:technical:6, Bloc industriel
chisel:technical:7, Bloc industriel
chisel:technical:8, Bloc industriel
chisel:technical:9, Bloc industriel
chisel:technical:10, Bloc industriel
chisel:technical:11, Bloc industriel
chisel:technical:12, Bloc industriel
chisel:technical:13, Bloc industriel
chisel:technical:14, Bloc industriel
chisel:technical:15, Bloc industriel
chisel:technical1:0, Bloc industriel
chisel:technical1:1, Bloc industriel
chisel:technical1:2, Bloc industriel
chisel:technical1:3, Bloc industriel
chisel:technical1:4, Bloc industriel
chisel:technicalnew:0, Bloc industriel
chisel:technicalnew:1, Bloc industriel
chisel:technicalnew:2, Bloc industriel
chisel:technicalnew:3, Bloc industriel
chisel:technicalnew:4, Bloc industriel
chisel:technicalnew:5, Bloc industriel
chisel:technicalnew:6, Bloc industriel
chisel:technicalnew:7, Bloc industriel
chisel:technicalnew:8, Bloc industriel
chisel:temple:0, Bloc de temple
chisel:temple:1, Bloc de temple
chisel:temple:2, Bloc de temple
chisel:temple:3, Bloc de temple
chisel:temple:4, Bloc de temple
chisel:temple:5, Bloc de temple
chisel:temple:6, Bloc de temple
chisel:temple:7, Bloc de temple
chisel:temple:8, Bloc de temple
chisel:temple:9, Bloc de temple
chisel:temple:10, Bloc de temple
chisel:temple:11, Bloc de temple
chisel:temple:12, Bloc de temple
chisel:temple:13, Bloc de temple
chisel:temple:14, Bloc de temple
chisel:temple:15, Bloc de temple
chisel:templemossy:0, Bloc de temple moussu
chisel:templemossy:1, Bloc de temple moussu
chisel:templemossy:2, Bloc de temple moussu
chisel:templemossy:3, Bloc de temple moussu
chisel:templemossy:4, Bloc de temple moussu
chisel:templemossy:5, Bloc de temple moussu
chisel:templemossy:6, Bloc de temple moussu
chisel:templemossy:7, Bloc de temple moussu
chisel:templemossy:8, Bloc de temple moussu
chisel:templemossy:9, Bloc de temple moussu
chisel:templemossy:10, Bloc de temple moussu
chisel:templemossy:11, Bloc de temple moussu
chisel:templemossy:12, Bloc de temple moussu
chisel:templemossy:13, Bloc de temple moussu
chisel:templemossy:14, Bloc de temple moussu
chisel:templemossy:15, Bloc de temple moussu
chisel:blocktin:0, Bloc d'étain
chisel:blocktin:1, Bloc d'étain
chisel:blocktin:2, Bloc d'étain
chisel:blocktin:3, Bloc d'étain
chisel:blocktin:4, Bloc d'étain
chisel:blocktin:5, Bloc d'étain
chisel:blocktin:6, Bloc d'étain
chisel:tyrian:0, Tyrian
chisel:tyrian:1, Tyrian
chisel:tyrian:2, Tyrian
chisel:tyrian:3, Tyrian
chisel:tyrian:4, Tyrian
chisel:tyrian:5, Tyrian
chisel:tyrian:6, Tyrian
chisel:tyrian:7, Tyrian
chisel:tyrian:8, Tyrian
chisel:tyrian:9, Tyrian
chisel:tyrian:10, Tyrian
chisel:tyrian:11, Tyrian
chisel:tyrian:12, Tyrian
chisel:tyrian:13, Tyrian
chisel:tyrian:14, Tyrian
chisel:tyrian:15, Tyrian
chisel:blockuranium:0, Bloc d'uranium
chisel:blockuranium:1, Bloc d'uranium
chisel:blockuranium:2, Bloc d'uranium
chisel:blockuranium:3, Bloc d'uranium
chisel:blockuranium:4, Bloc d'uranium
chisel:blockuranium:5, Bloc d'uranium
chisel:blockuranium:6, Bloc d'uranium
chisel:valentines:0, Bloc de la Saint-Valentin
chisel:valentines:1, Bloc de la Saint-Valentin
chisel:valentines:2, Bloc de la Saint-Valentin
chisel:valentines:3, Bloc de la Saint-Valentin
chisel:valentines:4, Bloc de la Saint-Valentin
chisel:valentines:5, Bloc de la Saint-Valentin
chisel:valentines:6, Bloc de la Saint-Valentin
chisel:valentines:7, Bloc de la Saint-Valentin
chisel:valentines:8, Bloc de la Saint-Valentin
chisel:valentines:9, Bloc de la Saint-Valentin
chisel:voidstone:0, Pierre du Néant
chisel:voidstone:1, Pierre du Néant
chisel:voidstone:2, Pierre du Néant
chisel:voidstone:3, Pierre du Néant
chisel:voidstone:4, Pierre du Néant
chisel:voidstone:5, Pierre du Néant
chisel:voidstone:6, Pierre du Néant
chisel:voidstone:7, Pierre du Néant
chisel:energizedvoidstone:0, Pierre du Néant primordiale
chisel:energizedvoidstone:1, Pierre du Néant primordiale
chisel:energizedvoidstone:2, Pierre du Néant primordiale
chisel:energizedvoidstone:3, Pierre du Néant primordiale
chisel:energizedvoidstone:4, Pierre du Néant primordiale
chisel:energizedvoidstone:5, Pierre du Néant primordiale
chisel:energizedvoidstone:6, Pierre du Néant primordiale
chisel:energizedvoidstone:7, Pierre du Néant primordiale
chisel:voidstonerunic:0, Pierre du Néant runique
chisel:voidstonerunic:1, Pierre du Néant runique
chisel:voidstonerunic:2, Pierre du Néant runique
chisel:voidstonerunic:3, Pierre du Néant runique
chisel:voidstonerunic:4, Pierre du Néant runique
chisel:voidstonerunic:5, Pierre du Néant runique
chisel:voidstonerunic:6, Pierre du Néant runique
chisel:voidstonerunic:7, Pierre du Néant runique
chisel:voidstonerunic:8, Pierre du Néant runique
chisel:voidstonerunic:9, Pierre du Néant runique
chisel:voidstonerunic:10, Pierre du Néant runique
chisel:voidstonerunic:11, Pierre du Néant runique
chisel:voidstonerunic:12, Pierre du Néant runique
chisel:voidstonerunic:13, Pierre du Néant runique
chisel:voidstonerunic:14, Pierre du Néant runique
chisel:waterstone:0, Pierre d'eau
chisel:waterstone:1, Pierre d'eau
chisel:waterstone:2, Pierre d'eau
chisel:waterstone:3, Pierre d'eau
chisel:waterstone:4, Pierre d'eau
chisel:waterstone:5, Pierre d'eau
chisel:waterstone:6, Pierre d'eau
chisel:waterstone:7, Pierre d'eau
chisel:waterstone:8, Pierre d'eau
chisel:waterstone:9, Pierre d'eau
chisel:waterstone:10, Pierre d'eau
chisel:waterstone:11, Pierre d'eau
chisel:waterstone:12, Pierre d'eau
chisel:waterstone:13, Pierre d'eau
chisel:waterstone:14, Pierre d'eau
chisel:waterstone:15, Pierre d'eau
chisel:waterstone1:0, Pierre d'eau
chisel:waterstone1:1, Pierre d'eau
chisel:waterstone1:2, Pierre d'eau
chisel:waterstone1:3, Pierre d'eau
chisel:waterstone1:4, Pierre d'eau
chisel:waterstone1:5, Pierre d'eau
chisel:waterstone1:6, Pierre d'eau
chisel:waterstone1:7, Pierre d'eau
chisel:waterstone1:8, Pierre d'eau
chisel:waterstone1:9, Pierre d'eau
chisel:waterstone1:10, Pierre d'eau
chisel:waterstone1:11, Pierre d'eau
chisel:waterstone1:12, Pierre d'eau
chisel:waterstone1:13, Pierre d'eau
chisel:waterstone1:14, Pierre d'eau
chisel:waterstone1:15, Pierre d'eau
chisel:waterstone2:0, Pierre d'eau
chisel:wool_black:0, Laine noire
chisel:wool_black:1, Laine noire
chisel:wool_red:0, Laine rouge
chisel:wool_red:1, Laine rouge
chisel:wool_green:0, Laine verte
chisel:wool_green:1, Laine verte
chisel:wool_brown:0, Laine marron
chisel:wool_brown:1, Laine marron
chisel:wool_blue:0, Laine bleue
chisel:wool_blue:1, Laine bleue
chisel:wool_purple:0, Laine violette
chisel:wool_purple:1, Laine violette
chisel:wool_cyan:0, Laine cyan
chisel:wool_cyan:1, Laine cyan
chisel:wool_lightgray:0, Laine gris clair
chisel:wool_lightgray:1, Laine gris clair
chisel:wool_gray:0, Laine grise
chisel:wool_gray:1, Laine grise
chisel:wool_pink:0, Laine rose
chisel:wool_pink:1, Laine rose
chisel:wool_lime:0, Laine vert clair
chisel:wool_lime:1, Laine vert clair
chisel:wool_yellow:0, Laine jaune
chisel:wool_yellow:1, Laine jaune
chisel:wool_lightblue:0, Laine bleu clair
chisel:wool_lightblue:1, Laine bleu clair
chisel:wool_magenta:0, Laine magenta
chisel:wool_magenta:1, Laine magenta
chisel:wool_orange:0, Laine orange
chisel:wool_orange:1, Laine orange
chisel:wool_white:0, Laine blanche
chisel:wool_white:1, Laine blanche
silentgems:gemore:0, Ruby Ore
silentgems:gemore:1, Garnet Ore
silentgems:gemore:2, Topaz Ore
silentgems:gemore:3, Amber Ore
silentgems:gemore:4, Heliodor Ore
silentgems:gemore:5, Peridot Ore
silentgems:gemore:6, Green Sapphire Ore
silentgems:gemore:7, Indicolite Ore
silentgems:gemore:8, Aquamarine Ore
silentgems:gemore:9, Sapphire Ore
silentgems:gemore:10, Iolite Ore
silentgems:gemore:11, Amethyst Ore
silentgems:gemore:12, Agate Ore
silentgems:gemore:13, Morganite Ore
silentgems:gemore:14, Onyx Ore
silentgems:gemore:15, Opal Ore
silentgems:gemoredark:0, Carnelian Ore
silentgems:gemoredark:1, Spinel Ore
silentgems:gemoredark:2, Citrine Ore
silentgems:gemoredark:3, Jasper Ore
silentgems:gemoredark:4, Golden Beryl Ore
silentgems:gemoredark:5, Moldavite Ore
silentgems:gemoredark:6, Malachite Ore
silentgems:gemoredark:7, Turquoise Ore
silentgems:gemoredark:8, Moonstone Ore
silentgems:gemoredark:9, Blue Topaz Ore
silentgems:gemoredark:10, Tanzanite Ore
silentgems:gemoredark:11, Violet Sapphire Ore
silentgems:gemoredark:12, Lepidolite Ore
silentgems:gemoredark:13, Ametrine Ore
silentgems:gemoredark:14, Black Diamond Ore
silentgems:gemoredark:15, Alexandrite Ore
silentgems:gemorelight:0, Pyrope Ore
silentgems:gemorelight:1, Coral Ore
silentgems:gemorelight:2, Sunstone Ore
silentgems:gemorelight:3, Cat's Eye Ore
silentgems:gemorelight:4, Zircon Ore
silentgems:gemorelight:5, Jade Ore
silentgems:gemorelight:6, Chrysoprase Ore
silentgems:gemorelight:7, Apatite Ore
silentgems:gemorelight:8, Fluorite Ore
silentgems:gemorelight:9, Kyanite Ore
silentgems:gemorelight:10, Sodalite Ore
silentgems:gemorelight:11, Ammolite Ore
silentgems:gemorelight:12, Kunzite Ore
silentgems:gemorelight:13, Rose Quartz Ore
silentgems:gemorelight:14, Tektite Ore
silentgems:gemorelight:15, Pearl Ore
silentgems:gemblock:0, Ruby Block
silentgems:gemblock:1, Garnet Block
silentgems:gemblock:2, Topaz Block
silentgems:gemblock:3, Amber Block
silentgems:gemblock:4, Heliodor Block
silentgems:gemblock:5, Peridot Block
silentgems:gemblock:6, Green Sapphire Block
silentgems:gemblock:7, Indicolite Block
silentgems:gemblock:8, Aquamarine Block
silentgems:gemblock:9, Sapphire Block
silentgems:gemblock:10, Iolite Block
silentgems:gemblock:11, Amethyst Block
silentgems:gemblock:12, Agate Block
silentgems:gemblock:13, Morganite Block
silentgems:gemblock:14, Onyx Block
silentgems:gemblock:15, Opal Block
silentgems:gemblockdark:0, Carnelian Block
silentgems:gemblockdark:1, Spinel Block
silentgems:gemblockdark:2, Citrine Block
silentgems:gemblockdark:3, Jasper Block
silentgems:gemblockdark:4, Golden Beryl Block
silentgems:gemblockdark:5, Moldavite Block
silentgems:gemblockdark:6, Malachite Block
silentgems:gemblockdark:7, Turquoise Block
silentgems:gemblockdark:8, Moonstone Block
silentgems:gemblockdark:9, Blue Topaz Block
silentgems:gemblockdark:10, Tanzanite Block
silentgems:gemblockdark:11, Violet Sapphire Block
silentgems:gemblockdark:12, Lepidolite Block
silentgems:gemblockdark:13, Ametrine Block
silentgems:gemblockdark:14, Black Diamond Block
silentgems:gemblockdark:15, Alexandrite Block
silentgems:gemblocklight:0, Pyrope Block
silentgems:gemblocklight:1, Coral Block
silentgems:gemblocklight:2, Sunstone Block
silentgems:gemblocklight:3, Cat's Eye Block
silentgems:gemblocklight:4, Zircon Block
silentgems:gemblocklight:5, Jade Block
silentgems:gemblocklight:6, Chrysoprase Block
silentgems:gemblocklight:7, Apatite Block
silentgems:gemblocklight:8, Fluorite Block
silentgems:gemblocklight:9, Kyanite Block
silentgems:gemblocklight:10, Sodalite Block
silentgems:gemblocklight:11, Ammolite Block
silentgems:gemblocklight:12, Kunzite Block
silentgems:gemblocklight:13, Rose Quartz Block
silentgems:gemblocklight:14, Tektite Block
silentgems:gemblocklight:15, Pearl Block
silentgems:gemblocksuper:0, Supercharged Ruby Block
silentgems:gemblocksuper:1, Supercharged Garnet Block
silentgems:gemblocksuper:2, Supercharged Topaz Block
silentgems:gemblocksuper:3, Supercharged Amber Block
silentgems:gemblocksuper:4, Supercharged Heliodor Block
silentgems:gemblocksuper:5, Supercharged Peridot Block
silentgems:gemblocksuper:6, Supercharged Green Sapphire Block
silentgems:gemblocksuper:7, Supercharged Indicolite Block
silentgems:gemblocksuper:8, Supercharged Aquamarine Block
silentgems:gemblocksuper:9, Supercharged Sapphire Block
silentgems:gemblocksuper:10, Supercharged Iolite Block
silentgems:gemblocksuper:11, Supercharged Amethyst Block
silentgems:gemblocksuper:12, Supercharged Agate Block
silentgems:gemblocksuper:13, Supercharged Morganite Block
silentgems:gemblocksuper:14, Supercharged Onyx Block
silentgems:gemblocksuper:15, Supercharged Opal Block
silentgems:gemblocksuperdark:0, Supercharged Carnelian Block
silentgems:gemblocksuperdark:1, Supercharged Spinel Block
silentgems:gemblocksuperdark:2, Supercharged Citrine Block
silentgems:gemblocksuperdark:3, Supercharged Jasper Block
silentgems:gemblocksuperdark:4, Supercharged Golden Beryl Block
silentgems:gemblocksuperdark:5, Supercharged Moldavite Block
silentgems:gemblocksuperdark:6, Supercharged Malachite Block
silentgems:gemblocksuperdark:7, Supercharged Turquoise Block
silentgems:gemblocksuperdark:8, Supercharged Moonstone Block
silentgems:gemblocksuperdark:9, Supercharged Blue Topaz Block
silentgems:gemblocksuperdark:10, Supercharged Tanzanite Block
silentgems:gemblocksuperdark:11, Supercharged Violet Sapphire Block
silentgems:gemblocksuperdark:12, Supercharged Lepidolite Block
silentgems:gemblocksuperdark:13, Supercharged Ametrine Block
silentgems:gemblocksuperdark:14, Supercharged Black Diamond Block
silentgems:gemblocksuperdark:15, Supercharged Alexandrite Block
silentgems:gemblocksuperlight:0, Supercharged Pyrope Block
silentgems:gemblocksuperlight:1, Supercharged Coral Block
silentgems:gemblocksuperlight:2, Supercharged Sunstone Block
silentgems:gemblocksuperlight:3, Supercharged Cat's Eye Block
silentgems:gemblocksuperlight:4, Supercharged Zircon Block
silentgems:gemblocksuperlight:5, Supercharged Jade Block
silentgems:gemblocksuperlight:6, Supercharged Chrysoprase Block
silentgems:gemblocksuperlight:7, Supercharged Apatite Block
silentgems:gemblocksuperlight:8, Supercharged Fluorite Block
silentgems:gemblocksuperlight:9, Supercharged Kyanite Block
silentgems:gemblocksuperlight:10, Supercharged Sodalite Block
silentgems:gemblocksuperlight:11, Supercharged Ammolite Block
silentgems:gemblocksuperlight:12, Supercharged Kunzite Block
silentgems:gemblocksuperlight:13, Supercharged Rose Quartz Block
silentgems:gemblocksuperlight:14, Supercharged Tektite Block
silentgems:gemblocksuperlight:15, Supercharged Pearl Block
silentgems:gembrickcoated:0, Ruby-Coated Bricks
silentgems:gembrickcoated:1, Garnet-Coated Bricks
silentgems:gembrickcoated:2, Topaz-Coated Bricks
silentgems:gembrickcoated:3, Amber-Coated Bricks
silentgems:gembrickcoated:4, Heliodor-Coated Bricks
silentgems:gembrickcoated:5, Peridot-Coated Bricks
silentgems:gembrickcoated:6, Green Sapphire-Coated Bricks
silentgems:gembrickcoated:7, Indicolite-Coated Bricks
